377369,44.61,-15344,-1456,156
377387,44.61,-15308,-1708,244
377405,44.59,-15640,-1896,232
377423,44.62,-15672,-1960,-48
377441,44.61,-15688,-1768,-276
377459,45.41,-15392,-1904,-184
377477,45.82,-15740,-2008,44
377494,43.99,-15492,-2028,272
377511,44.01,-15656,-1720,-164
377528,43.99,-15092,-1600,40
377546,44.42,-15168,-1024,240
377564,45.21,-14980,-956,496
377581,43.80,-14900,-412,304
377598,44.20,-14188,660,-340
377616,45.43,-13180,1812,-844
377634,44.40,-13328,2948,-332
377652,44.61,-9212,1412,2268
377669,43.39,-15904,3476,-44
377686,43.58,-10140,5088,-1076
377703,42.74,-12052,6768,-144
377720,42.24,-10844,5584,80
377737,42.03,-12852,5896,-520
377754,42.24,-13340,5708,-664
377771,41.55,-12696,5432,-528
377788,40.39,-13100,5572,-160
377805,38.76,-13108,5152,-404
377822,38.76,-15784,7528,-2048
377839,36.65,-18628,6948,-1952
377856,36.65,-13924,5344,-332
377873,35.40,-18960,6976,-184
377890,35.40,-19020,6948,-304
377907,34.61,-16432,5260,-316
377924,33.05,-20296,6112,-364
377941,32.77,-19892,5212,-492
377958,32.52,-20076,4608,-352
377975,31.45,-21472,4304,36
377992,31.45,-20424,3244,8
378009,30.66,-22236,2876,-396
378026,30.41,-22412,2192,-264
378043,30.66,-21624,1448,-176
378060,30.15,-22868,524,-348
378077,30.68,-22212,-68,-284
378094,30.41,-21940,-788,-208
378111,30.68,-21976,-1708,-220
378128,30.66,-20800,-2144,-160
378145,32.00,-20932,-2924,-304
378162,32.52,-21024,-3696,-8
378179,32.77,-19556,-4060,-208
378196,33.03,-19356,-4484,-16
378213,34.61,-18644,-4940,40
378230,37.13,-17944,-5280,180
378247,35.95,-17376,-5656,224
378264,37.13,-15084,-5632,344
378281,37.59,-15752,-5988,296
378298,39.22,-15268,-6064,184
378315,39.20,-13996,-5980,464
378332,40.37,-13696,-6096,228
378349,40.63,-13276,-6040,400
378366,42.48,-12680,-6144,440
378383,41.79,-12104,-6068,408
378400,42.26,-11824,-6016,568
378417,43.99,-11544,-5948,508
378434,42.94,-11252,-6028,456
378451,44.01,-11116,-5832,452
378468,43.20,-11152,-5864,356
378485,43.18,-11208,-5912,364
378502,43.39,-11192,-6020,444
378519,43.17,-11332,-5860,448
378536,42.48,-11616,-6040,564
378553,42.02,-12008,-6080,388
378570,42.72,-12228,-6000,408
378587,40.87,-12804,-6064,308
378604,40.63,-13432,-6140,84
378621,39.91,-13988,-6020,348
378638,38.76,-14440,-6028,216
378655,38.76,-15388,-6008,96
378672,37.13,-16148,-5828,128
378689,36.67,-16736,-5588,-4
378706,35.40,-17548,-5432,-124
378723,35.41,-18240,-5168,-164
378740,33.31,-18836,-4696,-380
378757,33.03,-19492,-4300,-376
378774,31.98,-20256,-3840,-472
378791,32.24,-20732,-3292,-636
378808,31.73,-21112,-2624,-628
378825,30.41,-21632,-1832,-428
378842,30.94,-22184,-1232,-344
378859,29.88,-22176,-444,-552
378876,30.15,-22072,344,-724
378893,30.15,-22256,1312,-740
378910,29.89,-22260,1900,-692
378927,30.94,-21944,2540,-636
378944,30.39,-21432,3372,-608
378961,31.20,-21120,4060,-576
378978,31.71,-20448,4600,-660
378995,32.77,-19872,5140,-472
379012,33.03,-19220,5704,-404
379029,33.31,-16208,5340,-68
379046,34.88,-18856,6476,24
379063,35.67,-17204,6656,-384
379080,36.43,-15904,6684,-44
379097,36.43,-16356,7116,-232
379114,37.59,-14164,6820,-40
379131,38.76,-14148,7112,-196
379148,39.93,-13864,7148,92
379165,40.63,-12800,6912,152
379182,40.41,-12500,7020,100
379199,40.63,-11876,7036,152
379216,41.09,-11560,6764,32
379233,42.70,-11360,6764,32
379250,41.78,-10780,6804,336
379267,42.02,-10756,6752,28
379284,42.96,-10872,6616,164
379301,42.96,-10656,6716,208
379318,42.50,-10852,6672,300
379335,42.72,-10972,6648,228
379352,42.02,-11084,6792,0
379369,40.85,-11452,6756,124
379386,40.85,-11912,6864,140
379403,40.39,-12356,6796,52
379420,40.17,-12620,6936,-72
379437,39.91,-13380,6900,-32
379454,38.76,-14124,6856,-12
379471,37.59,-14524,6788,-20
379488,36.89,-15176,6760,-48
379505,36.89,-15956,6536,-192
379522,35.67,-16720,6364,-80
379539,34.88,-17340,6112,-352
379556,34.63,-18028,5956,-168
379573,33.05,-18896,5424,-288
379590,32.77,-19464,4968,-212
379607,31.73,-20004,4604,-348
379624,31.98,-20612,4032,-368
379641,30.68,-20956,3388,-344
