727987,40.39,-15720,432,-464
728004,39.93,-15776,496,-572
728021,40.39,-15908,448,-580
728038,39.93,-15600,608,-364
728055,40.39,-15452,556,-296
728072,40.39,-15636,556,-296
728089,40.41,-15488,668,-332
728106,39.93,-15676,624,-316
728123,40.39,-15816,520,-228
728140,40.39,-15764,396,-236
728157,39.93,-15688,540,-112
728174,39.94,-15748,568,-420
728191,39.93,-15748,584,-424
728208,39.93,-15712,616,-292
728225,39.93,-15460,524,-188
728242,39.93,-15780,424,-64
728259,39.94,-15732,456,-216
728276,39.93,-15632,520,-296
728293,39.93,-15720,480,-364
728310,39.93,-15988,952,-336
728327,39.91,-16068,2184,-900
728344,39.93,-12596,3520,-460
728361,39.46,-9552,4968,-388
728378,40.15,-13480,7672,-624
728395,38.74,-11484,7584,-844
728412,38.52,-10096,6780,-628
728429,38.98,-13192,8264,-1300
728446,37.83,-11896,7184,-828
728463,37.35,-12500,7576,-828
728480,36.44,-13120,7684,-784
728497,37.61,-13212,7184,-1004
728514,36.20,-14908,7668,-1100
728531,35.67,-14012,6948,-744
728548,34.61,-15120,6884,-812
728565,34.88,-16712,6920,-1080
728582,33.82,-16016,6260,-976
728599,33.31,-17048,6196,-1088
728616,32.79,-17908,5760,-872
728633,32.24,-18076,5048,-1028
728650,31.71,-18644,4780,-864
728667,31.73,-19140,4160,-1052
728684,30.92,-19648,3532,-1004
728701,30.66,-19812,2780,-904
728718,30.39,-20000,2100,-756
728735,29.88,-20280,1376,-872
728752,30.66,-20476,636,-640
728769,30.66,-20304,-104,-724
728786,29.88,-20208,-700,-756
728803,30.94,-20068,-1396,-532
728820,30.66,-19744,-2028,-524
728837,31.47,-19344,-2712,-532
728854,31.45,-19120,-3320,-424
728871,32.26,-18676,-3860,-336
728888,32.79,-18120,-4456,-292
728905,33.31,-17548,-4800,-172
728922,33.84,-17148,-5164,-232
728939,33.58,-16524,-5512,-112
728956,35.41,-15784,-5652,-244
728973,35.16,-15444,-5888,-92
728990,35.67,-14748,-6060,84
729007,36.20,-14352,-6148,88
729024,37.13,-14524,-6724,-44
729041,37.59,-12988,-6132,196
729058,37.59,-12744,-6396,-36
729075,37.59,-13020,-6716,80
729092,38.28,-12172,-6312,-40
729109,38.52,-12172,-6516,52
729126,38.76,-12200,-6636,8
729143,39.69,-11532,-6356,296
729160,38.06,-11980,-6444,80
729177,39.70,-12124,-6636,44
729194,38.74,-11908,-6512,0
729211,38.98,-12128,-6524,24
729228,38.28,-12452,-6572,144
729245,37.59,-12624,-6512,-12
729262,38.06,-12948,-6548,4
729279,37.59,-13344,-6428,68
729296,37.13,-13740,-6340,-72
729313,36.20,-14196,-6220,-56
729330,35.67,-14824,-6084,-24
729347,35.14,-15328,-6044,-84
729364,34.61,-15840,-5728,-48
729381,33.56,-16440,-5348,-404
729398,33.03,-17140,-5208,-376
729415,33.31,-17464,-4824,-316
729432,32.79,-17904,-4272,-432
729449,31.45,-18584,-3784,-444
729466,31.45,-19132,-3448,-504
729483,30.66,-19312,-2756,-916
729500,31.18,-19620,-2136,-624
729517,30.94,-19844,-1456,-932
729534,29.89,-20216,-668,-976
729551,30.66,-19996,48,-1016
729568,30.66,-20088,912,-1024
729585,29.88,-20268,1384,-1080
729602,30.41,-20036,2096,-1036
729619,30.13,-19388,2848,-976
729636,30.41,-19700,3576,-944
729653,31.20,-18940,4076,-980
729670,31.98,-17008,4276,-552
729687,31.98,-18888,5308,-780
729704,32.52,-17780,5600,-948
729721,33.03,-16472,5828,-676
729738,33.56,-16860,6520,-1116
