467122,36.65,-15780,316,-924
467139,36.67,-15532,508,-984
467156,36.65,-15492,648,-844
467173,36.67,-15824,384,-636
467190,36.67,-15752,364,-764
467207,36.67,-15624,424,-732
467224,36.65,-15624,580,-768
467241,37.11,-15804,408,-688
467258,36.65,-15588,472,-932
467275,37.11,-15692,524,-792
467292,37.11,-15796,408,-624
467309,37.11,-15760,500,-680
467326,35.93,-15500,416,-692
467343,35.93,-15616,452,-968
467360,35.93,-15796,376,-984
467377,35.91,-15684,372,-996
467394,35.91,-15684,536,-844
467411,35.93,-15696,560,-724
467428,35.93,-15724,544,-888
467445,35.95,-15508,408,-1092
467462,35.91,-15496,476,-1204
467479,35.93,-15616,628,-976
467496,35.93,-15804,452,-636
467513,35.93,-15748,428,-544
467530,35.93,-16004,524,-512
467547,36.41,-16024,2076,-700
467564,36.43,-13648,3424,-936
467581,35.91,-11808,4352,-732
467598,36.65,-14324,7684,-1064
467615,36.19,-11700,6168,-660
467632,36.43,-12284,6292,-776
467649,35.40,-14440,7244,-912
467666,35.95,-12276,6016,-520
467683,35.67,-13680,6588,-656
467700,34.88,-14432,6592,-868
467717,34.63,-13664,5960,-768
467734,34.63,-14936,6248,-612
467751,33.84,-14896,5876,-824
467768,33.82,-15492,5652,-916
467785,33.03,-16004,5540,-592
467802,33.03,-15784,5028,-632
467819,32.24,-17024,4860,-992
467836,32.24,-16972,4500,-552
467853,31.44,-17280,3952,-540
467870,31.20,-18032,3732,-804
467887,30.92,-18040,3204,-792
467904,30.66,-18176,2664,-540
467921,30.92,-18636,2204,-604
467938,30.41,-18620,1664,-564
467955,29.93,-18728,1088,-592
467972,30.66,-18832,384,-460
467989,30.66,-18760,-76,-512
468006,29.89,-18796,-596,-528
468023,30.41,-18536,-1172,-352
468040,30.13,-18508,-1740,-400
468057,30.41,-18048,-2160,-300
468074,30.66,-17944,-2600,-380
468091,30.92,-17732,-3044,-148
468108,31.73,-17316,-3424,-248
468125,31.98,-16896,-3648,-204
468142,31.98,-16556,-4112,32
468159,32.76,-16232,-4488,132
468176,32.77,-15740,-4676,40
468193,33.56,-15404,-4824,16
468210,34.33,-15112,-5064,-36
468227,33.82,-14748,-5096,180
468244,34.61,-14416,-5264,0
468261,34.88,-14104,-5328,128
468278,35.14,-13880,-5376,204
468295,35.40,-13540,-5416,184
468312,35.65,-13452,-5456,-76
468329,36.19,-13312,-5600,156
468346,35.93,-13224,-5536,44
468363,35.93,-13100,-5564,76
468380,35.95,-13116,-5560,148
468397,35.93,-13188,-5536,104
468414,35.40,-13156,-5544,28
468431,35.67,-13452,-5460,192
468448,35.93,-13704,-5540,148
468465,34.88,-13840,-5392,48
468482,34.63,-13972,-5332,16
468499,35.14,-14280,-5244,84
468516,34.35,-14760,-5220,60
468533,34.09,-14988,-4964,-52
468550,34.08,-15216,-4804,-48
468567,33.29,-15724,-4716,52
468584,32.50,-16180,-4516,40
468601,32.50,-16388,-4064,-224
468618,31.71,-16672,-3732,-136
468635,32.24,-17204,-3404,-228
468652,31.45,-17432,-3060,-252
468669,31.20,-17688,-2632,-332
468686,30.94,-18004,-2128,-324
468703,30.66,-18372,-1764,-508
468720,30.94,-18332,-1024,-508
468737,29.89,-18480,-600,-608
468754,29.88,-18808,-168,-604
468771,30.66,-18740,356,-616
468788,30.68,-18520,1000,-636
468805,30.20,-18504,1540,-752
468822,30.41,-18508,2068,-828
468839,30.13,-18196,2536,-816
468856,31.20,-17896,3076,-992
468873,31.45,-17736,3452,-932
468890,31.73,-17288,3832,-852
468907,31.20,-15880,4104,-968
468924,31.98,-18100,5020,-1532
468941,32.77,-17860,5388,-1600
468958,32.24,-14612,4844,-848
468975,33.05,-15696,5648,-812
468992,33.05,-15524,5780,-1004
469009,33.82,-14760,5752,-1224
469026,33.82,-14600,6280,-908
469043,34.61,-13708,6016,-844
469060,34.87,-14164,6256,-892
469077,35.14,-13516,6464,-872
469094,35.40,-12752,6456,-644
469111,35.65,-13184,6464,-792
469128,35.40,-12984,6448,-928
469145,35.95,-12456,6580,-788
469162,36.43,-12664,6620,-1004
469179,35.65,-12496,6388,-872
469196,35.65,-12740,6616,-872
469213,36.41,-12512,6636,-720
469230,35.93,-12768,6540,-808
469247,36.17,-13120,6544,-880
469264,35.14,-12992,6460,-824
469281,34.87,-13244,6504,-904
469298,34.63,-13744,6296,-812
469315,35.14,-13780,6276,-908
469332,34.37,-14160,6136,-964
469349,33.56,-14584,6052,-840
469366,34.09,-15040,5860,-824
469383,33.29,-15392,5576,-864
469400,33.31,-15616,5460,-808
469417,32.50,-16188,5232,-772
469434,31.71,-16736,4816,-816
469451,31.71,-16928,4488,-872
469468,31.45,-17240,4032,-952
469485,31.18,-17736,3644,-772
469502,30.92,-17868,3200,-800
469519,30.66,-18196,2648,-752
469536,30.92,-18424,2144,-664
469553,30.39,-18516,1580,-732
469570,30.22,-18460,1128,-496
469587,30.66,-18696,576,-616
469604,30.66,-18760,0,-508
469621,29.89,-18404,-600,-476
469638,30.41,-18452,-1056,-424
469655,30.20,-18212,-1508,-472
469672,31.18,-18072,-2104,-352
469689,31.47,-17968,-2520,-404
469706,31.73,-17580,-3004,-252
469723,31.20,-17316,-3324,-268
469740,31.45,-16996,-3632,-76
469757,32.26,-16492,-3952,-228
469774,33.05,-16128,-4400,-120
469791,33.03,-15884,-4544,-40
469808,33.31,-15476,-4776,-104
469825,33.31,-15124,-4812,-36
469842,34.08,-14864,-5020,4
469859,34.35,-14384,-5068,-80
469876,34.61,-14152,-5284,-32
469893,34.88,-13864,-5344,28
469910,35.14,-13692,-5372,24
469927,34.87,-13512,-5584,292
469944,35.91,-13380,-5444,116
469961,35.14,-13332,-5548,24
469978,35.67,-13348,-5592,112
469995,35.65,-13312,-5560,8
470012,36.43,-13276,-5496,68
470029,35.93,-13432,-5444,28
470046,35.40,-13616,-5504,120
470063,35.67,-13584,-5408,208
470080,34.61,-13840,-5376,172
470097,34.37,-14288,-5252,136
470114,34.08,-14348,-5032,168
470131,34.61,-14664,-4952,68
470148,33.82,-15008,-4732,144
470165,33.03,-15408,-4588,-32
470182,33.58,-15560,-4296,-72
470199,32.77,-16128,-4052,-12
470216,31.98,-16428,-3892,-144
470233,32.50,-16664,-3660,-96
470250,31.71,-17024,-3164,-120
470267,30.94,-17424,-2872,-204
470284,30.66,-17644,-2368,-324
470301,30.41,-17840,-1900,-232
470318,30.66,-18040,-1464,-396
470335,30.92,-18256,-1060,-288
470352,29.89,-18516,-584,-660
470369,29.88,-18364,-4,-660
470386,30.65,-18568,396,-552
470403,30.65,-18624,820,-648
470420,30.22,-18292,1532,-676
470437,30.41,-18416,1996,-712
470454,30.13,-18216,2528,-740
470471,31.18,-17932,2792,-796
470488,30.92,-17528,3300,-1000
470505,31.20,-17280,3756,-936
470522,31.98,-16992,4224,-916
470539,31.47,-15488,4224,-140
470556,32.24,-16792,4776,-664
470573,33.03,-16352,5104,-788
470590,32.52,-14976,4988,-672
470607,33.31,-15404,5624,-872
470624,33.31,-14644,5496,-1092
470641,34.09,-14816,5868,-944
470658,34.35,-14136,5916,-976
470675,34.63,-13584,6076,-884
470692,34.88,-14168,6340,-1036
470709,35.14,-13232,6096,-848
470726,35.41,-12988,6268,-888
470743,35.14,-13440,6504,-888
470760,35.65,-12788,6208,-904
470777,36.17,-12892,6420,-912
470794,36.19,-12768,6456,-864
470811,36.19,-12824,6388,-852
470828,36.17,-12932,6380,-880
470845,35.14,-12832,6360,-744
470862,35.93,-12908,6296,-944
470879,34.88,-13456,6296,-812
470896,34.61,-13344,6176,-816
470913,34.35,-13700,6336,-772
470930,34.09,-14056,6168,-748
470947,34.61,-14416,6084,-908
470964,33.82,-14544,5876,-740
470981,33.03,-14996,5812,-740
470998,33.56,-15464,5476,-752
471015,32.76,-15784,5320,-764
471032,31.98,-15916,5000,-748
471049,32.50,-16492,4720,-804
471066,31.71,-16916,4392,-844
471083,30.94,-17176,3996,-780
471100,30.68,-17436,3700,-684
471117,30.41,-17800,3136,-724
471134,30.68,-18092,2692,-680
471151,30.94,-18204,2160,-732
471168,30.41,-18356,1728,-540
471185,29.88,-18612,1124,-688
471202,30.66,-18556,592,-640
471219,30.66,-18528,116,-584
471236,29.88,-18524,-416,-560
471253,30.39,-18436,-924,-476
471270,30.13,-18232,-1548,-508
471287,31.20,-17872,-1932,-568
471304,30.92,-17792,-2296,-252
471321,31.20,-17560,-2924,-356
471338,31.97,-17120,-3152,-360
