580478,33.05,-15168,5760,-560
580495,33.05,-15752,5532,-652
580512,32.24,-15864,5112,-796
580529,32.24,-16632,5040,-748
580546,31.47,-16780,4624,-704
580563,31.98,-17156,4244,-608
580580,31.73,-17620,3748,-648
580597,30.92,-17796,3316,-636
580614,31.20,-18200,3060,-768
580631,30.13,-18208,2496,-844
580648,30.41,-18488,1820,-700
580665,29.94,-18564,1384,-696
580682,29.88,-18652,824,-788
580699,30.66,-18788,288,-792
580716,29.88,-18476,-280,-688
580733,29.89,-18504,-796,-936
580750,30.94,-18472,-1212,-680
580767,30.68,-18072,-1768,-612
580784,30.92,-17756,-2044,-552
580801,31.20,-17752,-2792,-436
580818,31.45,-17400,-3092,-512
580835,31.73,-17024,-3492,-664
580852,32.52,-16744,-3748,-552
580869,32.00,-16292,-4088,-420
580886,32.77,-16020,-4384,-488
580903,32.77,-15516,-4660,-392
580920,33.58,-15120,-4740,-416
580937,34.37,-14904,-5004,-308
580954,33.84,-14632,-5108,-392
580971,35.41,-14212,-5176,-284
580988,34.88,-14084,-5268,-228
581005,35.93,-13828,-5440,-316
581022,34.88,-13184,-5392,-148
581039,35.41,-13852,-5584,-156
581056,35.16,-13640,-5548,-160
581073,35.67,-12844,-5464,-248
581090,35.65,-13416,-5572,-200
581107,35.67,-13236,-5508,-240
581124,35.16,-13308,-5460,-128
581141,35.95,-13732,-5556,-152
581158,34.90,-13236,-5376,-268
581175,35.16,-13736,-5348,-340
581192,34.90,-14164,-5288,-332
581209,34.63,-14044,-5100,-348
581226,34.35,-14612,-5128,-104
581243,33.58,-14808,-4972,-280
581260,34.09,-15188,-4744,-408
581277,33.31,-15472,-4584,-344
581294,32.52,-15796,-4448,-288
581311,33.03,-16248,-4120,-468
581328,32.26,-16496,-3732,-368
581345,31.47,-16768,-3480,-464
581362,31.98,-17420,-3124,-400
581379,31.71,-17540,-2584,-512
581396,30.92,-17540,-2184,-552
581413,31.20,-18028,-1796,-524
581430,30.15,-18508,-1332,-668
581447,30.41,-18288,-880,-680
581464,29.88,-18408,-336,-876
581481,30.66,-18628,156,-760
581498,30.66,-18580,608,-892
581515,30.68,-18492,1168,-752
581532,29.88,-18256,1756,-648
581549,30.41,-18412,2284,-812
581566,30.66,-18088,2696,-856
581583,30.42,-17672,3192,-764
581600,30.68,-17440,3568,-656
581617,30.94,-17336,3804,-704
581634,31.73,-15380,4000,-636
581651,31.98,-17624,4900,-1316
581668,32.77,-17536,5256,-1192
581685,32.79,-14712,4888,-600
581702,33.56,-15408,5448,-604
581719,33.03,-15296,5764,-748
